UserID,Date,Timekeeper,Client ,Matter,Task,Activity,Billable,HoursWorked,HoursBilled,Rate,Amount,Phase,Code1,Code2,Code3,Note,Narrative
DCRA,20240430,DCRA,1525,38922,,,,0.2,0.2,,,,,,,,"Email with Landon, Mark, and Elizabeth."
DCRA,20240430,DCRA,4201,34870,,,,0.2,0.2,,,,,,,,Review stipulation re Sacramento matter.
DCRA,20240430,DCRA,3911,33823,,,,0.2,0.2,,,,,,,,Email from Jeremy concerning motion to quash.
DCRA,20240430,DCRA,3900,33770,,,,0.2,0.2,,,,,,,,Review further meet and confer from Plaintiffs.
DCRA,20240430,DCRA,4711,38960,,,,0.3,0.3,,,,,,,,File augmented undertaking with Superior Court.
DCRA,20240430,DCRA,1014,38619,,,,0.1,0.1,,,,,,,,Email with opposing counsel concerning potential settlement.
DCRA,20240430,DCRA,4711,38960,,,,0.2,0.2,,,,,,,,"Email from Culjat concerning CMC date for June 24, 2024."
DCRA,20240430,DCRA,1522,34550,,,,1.3,1.3,,,,,,,,"Review responses to Tarwater’s Supplemental Request for Production of Documents, Supplemental Special Interrogatories, Supplemental Form Interrogatories, Julie Rentner’s Amended Response to Form Interrogatories and Document Production 2324-2331."
DCRA,20240430,DCRA,4711,38960,,,,0.3,0.3,,,,,,,,Further email from Culjat concerning updated undertaking.
DCRA,20240430,DCRA,1045,34676,,,,0.1,0.1,,,,,,,,Email with Leslie concerning status of mediators proposal.
DCRA,20240501,DCRA,1522,34550,,,,0.2,0.2,,,,,,,,Review Plaintiffs expert deposition notice to Carl Fletcher
DCRA,20240501,DCRA,1045,34676,,,,0.1,0.1,,,,,,,,Email to mediator concerning status of mediator's proposal.
DCRA,20240501,DCRA,1045,34676,,,,0.1,0.1,,,,,,,,Email with mediator concerning settlement agreement.
DCRA,20240501,DCRA,4028,35584,,,,0.2,0.2,,,,,,,,Legal strategy concerning settlement of Plaintiff's claims.
DCRA,20240501,DCRA,1045,34676,,,,0.3,0.3,,,,,,,,Further update and revise settlement agreement to align with terms proposed by Plaintiffs.
DCRA,20240501,DCRA,1045,34676,,,,0.2,0.2,,,,,,,,Email to Leslie and Kristin relating successful mediator's proposal and discussing next steps.
DCRA,20240501,DCRA,1045,34676,,,,0.3,0.3,,,,,,,,Email to Leslie concerning draft settlement agreement and apportionment.
DCRA,20240501,DCRA,1326,37642,,,,0.1,0.1,,,,,,,,Email from client concerning factfinding interview.l
DCRA,20240501,DCRA,1525,38792,,,,0.4,0.4,,,,,,,,Email to Heather provided case update.
DCRA,20240501,DCRA,1045,34676,,,,0.3,0.3,,,,,,,,Further email to mediator concerning additional settlement terms.
DCRA,20240501,DCRA,1045,34676,,,,0.4,0.4,,,,,,,,Email to mediator and opposing counsel concerning settlement terms and next steps.
DCRA,20240501,DCRA,1014,35348,,,,0.7,0.7,,,,,,,,Preparation of audit response to Ernst & Young.
DCRA,20240501,DCRA,3911,33823,,,,0.9,0.9,,,,,,,,Telephone conference with Jeremy concerning demurrer and Wingstop subpoena.
DCRA,20240501,DCRA,4340,35711,,,,0.2,0.2,,,,,,,,Email with opposing counsel concerning depositions.
DCRA,20240501,DCRA,1014,35348,,,,0.3,0.3,,,,,,,,Email to opposing counsel convey new counteroffer to Plaintiff.
DCRA,20240501,DCRA,1522,34550,,,,0.6,0.6,,,,,,,,Legal strategy concerning Plaintiffs' procedural arguments in opposition to motion for sanctions.
DCRA,20240501,DCRA,1045,34676,,,,0.3,0.3,,,,,,,,Email with opposing counsel concerning proposed revisions to draft settlement agreement.
DCRA,20240501,DCRA,1522,34550,,,,0.4,0.4,,,,,,,,Email to Adam and Carl concerning designation as nonretained experts.
DCRA,20240501,DCRA,1525,38922,,,,0.2,0.2,,,,,,,,Further emails with Landon concerning transfer of case file.
DCRA,20240502,DCRA,1522,34550,,,,0.8,0.8,,,,,,,,Telephone conference with Adam and Carl concerning expert opinions and discussion of factual support for opinions.
DCRA,20240502,DCRA,4340,35711,,,,0.1,0.1,,,,,,,,Further email to opposing counsel concerning deposition of Plainitff.
DCRA,20240502,DCRA,1525,38922,,,,1,1,,,,,,,,"Telephone conference with opposing counsel concerning case status, mediation, and meet and confer concerning discovery matters."
DCRA,20240502,DCRA,1045,34676,,,,0.2,0.2,,,,,,,,Email to Leslie concerning revised settlement agreement.
DCRA,20240502,DCRA,1045,34676,,,,0.3,0.3,,,,,,,,Revision of settlement agreement based on request from opposing counsel.
DCRA,20240502,DCRA,1014,35164,,,,0.1,0.1,,,,,,,,Email to clients concerning next steps.
DCRA,20240502,DCRA,1326,37642,,,,0.1,0.1,,,,,,,,Update and draft CMC statement.
DCRA,20240502,DCRA,4340,35711,,,,0.4,0.4,,,,,,,,Email to clients concerning Plaintiff's and Julie's depositions.
DCRA,20240502,DCRA,1522,34550,,,,0.3,0.3,,,,,,,,Review and update Defendant's OBJECTIONS to Plaintiffs' Notice of Deposition of Non-Retained Expert Witness Carl Fletcher.
DCRA,20240502,DCRA,1522,34550,,,,0.9,0.9,,,,,,,,Further telephone conference with Adam and Carl concerning expert depositions and further opinions.
DCRA,20240502,DCRA,4340,35711,,,,0.2,0.2,,,,,,,,Email to Jeff concerning case reassignment.
DCRA,20240502,DCRA,4347,35742,,,,0.3,0.3,,,,,,,,Telephone conference with Phil concerning banking issues.
DCRA,20240502,DCRA,1045,34676,,,,0.3,0.3,,,,,,,,Further email with client concerning further requests for modifications to settlement agreement.
DCRA,20240502,DCRA,1045,34676,,,,0.2,0.2,,,,,,,,Further email with client concerning scope of mutual release.
DCRA,20240503,DCRA,1045,34676,,,,0.2,0.2,,,,,,,,Further revision to draft settlement agreement based on instructions from Leslie.
DCRA,20240503,DCRA,4711,38960,,,,0.4,0.4,,,,,,,,Email from Culjat concerning stipulation to amend notice of appeal.
DCRA,20240503,DCRA,1014,38619,,,,0.6,0.6,,,,,,,,Telephone conference with opposing counsel concerning settlement.
DCRA,20240503,DCRA,4161,34973,,,,0.1,0.1,,,,,,,,Email with arbitrator concerning further case management conference.
DCRA,20240503,DCRA,1522,34550,,,,1.3,1.3,,,,,,,,"Trial strategy concerning jury instructions, motions in limine, witness lists, and trial brief."
DCRA,20240503,DCRA,1027,37380,,,,0.1,0.1,,,,,,,,Email to opposing counsel requesting a premediation demand.
DCRA,20240503,DCRA,4151,38741,,,,0.3,0.3,,,,,,,,Further email to Dawn concerning case status and redacted assignment and assumption agreement.
DCRA,20240503,DCRA,4151,38741,,,,0.8,0.8,,,,,,,,"Telephone conference with opposing counsel Weitz concerning services, improper defendant issues, and extension of deadline to respond to complaint."
DCRA,20240503,DCRA,4151,38741,,,,0.2,0.2,,,,,,,,Email to opposing counsel confirming extension of time to respond to complaint.
DCRA,20240503,DCRA,1014,35164,,,,0.2,0.2,,,,,,,,Email to Jordan concerning authority to accept of notice and acknowledgement of summons.
DCRA,20240503,DCRA,1014,35164,,,,0.2,0.2,,,,,,,,Email to opposing counsel concerning notice and acknowlegedment.
DCRA,20240503,DCRA,1014,35348,,,,0.3,0.3,,,,,,,,Email to client concerning stalled settlement negotiations.
DCRA,20240503,DCRA,1045,34676,,,,0.2,0.2,,,,,,,,Email to opposing counsel concerning compromise for settlement agreement.
DCRA,20240503,DCRA,1014,33242,,,,0.2,0.2,,,,,,,,Email final version of settlement agreement to opposing counsel for signature.
DCRA,20240503,DCRA,1522,34550,,,,0.9,0.9,,,,,,,,Email updating clients concerning expert depositions and potential trial assignments.
DCRA,20240503,DCRA,1522,34550,,,,0.1,0.1,,,,,,,,Email from Jessica concerning pretrial report.
DCRA,20240503,DCRA,1014,38619,,,,0.6,0.6,,,,,,,,Telephone conference with Jason of TEKSystems concerning potential global settlement.
DCRA,20240503,DCRA,1014,38619,,,,0.3,0.3,,,,,,,,Email to Beckie and Ben concerning case status and potential global resolution.
DCRA,20240503,DCRA,1326,37642,,,,0.4,0.4,,,,,,,,Determination of documents and information to be requested from City of Fresno.
DCRA,20240503,DCRA,1522,34550,,,,0.2,0.2,,,,,,,,Meet and confer with opposing counsel concerning depositions of experts.
DCRA,20240505,DCRA,1525,38922,,,,,,,,,,,,,Email 
DCRA,20240506,DCRA,4340,35711,,,,0.1,0.1,,,,,,,,Email to Jeff concerning SOA.
DCRA,20240506,DCRA,1045,34676,,,,0.3,0.3,,,,,,,,Final review of settlement agreement.
DCRA,20240506,DCRA,4711,38960,,,,0.4,0.4,,,,,,,,Review proposed stipulation and order re amendment.
DCRA,20240506,DCRA,1045,34676,,,,0.1,0.1,,,,,,,,Email final settlement agreement to Leslie.
DCRA,20240506,DCRA,1525,38922,,,,0.3,0.3,,,,,,,,Email to Elizabeth concerning discovery documents.
DCRA,20240506,DCRA,4340,35711,,,,0.5,0.5,,,,,,,,Telephone conference with opposing counsel concerning rescheduling depositions. 
DCRA,20240506,DCRA,4340,35711,,,,0.1,0.1,,,,,,,,Email to Jeff concerning rescheduling depositions.
DCRA,20240506,DCRA,1522,34550,,,,3.7,3.7,,,,,,,,Commence preparation for deposition of Carl Fletcher by review of deposition transcript of Adam Fletcher.
DCRA,20240506,DCRA,1522,34550,,,,0.8,0.8,,,,,,,,Conference with Septic Expert Bonneau.
DCRA,20240506,DCRA,4340,35711,,,,0.2,0.2,,,,,,,,Email to Jenelle concerning SOA.
DCRA,20240506,DCRA,1522,34550,,,,2.3,2.3,,,,,,,,Further preparation for expert deposition of Carl Fletcher by review of deposition transcript of Tim Gross.
DCRA,20240506,DCRA,1522,34550,,,,2.9,2.9,,,,,,,,Review of transcript of Tommy Robertson in connection with expert deposition of  Carl Fletcher.
DCRA,20240507,DCRA,1014,36047,,,,,,,,,,,,,Legal analysis concerning witness Tindhoy and impact on case.
DCRA,20240507,DCRA,1027,36652,,,,0.7,0.7,,,,,,,,Appearance at case management conference.
DCRA,20240507,DCRA,1522,34550,,,,0.3,0.3,,,,,,,,Email with opposing counsel Ernest Montanari.
DCRA,20240507,DCRA,1027,36652,,,,0.3,0.3,,,,,,,,Email to clients concerning case management conference statement.
DCRA,20240507,DCRA,1014,38411,,,,0.3,0.3,,,,,,,,Email with Felicia concerning case facts.
DCRA,20240508,DCRA,1045,34676,,,,0.1,0.1,,,,,,,,Email final agreement to opposing counsel.
DCRA,20240508,DCRA,1522,34550,,,,1.8,1.8,,,,,,,,Review Plaintiff's opposition to motion for sanctions and commence preparation of reply.
DCRA,20240508,DCRA,1525,38922,,,,0.2,0.2,,,,,,,,Email to opposing counsel concerning representation of Anesthesia USA.
DCRA,20240508,DCRA,1525,38922,,,,2.7,2.7,,,,,,,,Commence review of case file.
DCRA,20240508,DCRA,3911,33823,,,,3.7,3.7,,,,,,,,Draft memorandum of points and authorities in support of demurrer.
DCRA,20240509,DCRA,1522,34550,,,,0.1,0.1,,,,,,,,Email from client concerning case assessment.
DCRA,20240509,DCRA,1522,34550,,,,0.4,0.4,,,,,,,,Email from client concerning records from county clerk and new septic work planned by Plaintiffs.
DCRA,20240510,DCRA,1522,34550,,,,2.1,2.1,,,,,,,,"Review and update pretrial report, including legal analysis section."
DCRA,20240510,DCRA,1522,34550,,,,1.1,1.1,,,,,,,,Preparation of trial budget.
DCRA,20240510,DCRA,1522,34550,,,,0.1,0.1,,,,,,,,Email to client concerning pretrial report and trial budget.
DCRA,20240510,DCRA,1522,34550,,,,0.1,0.1,,,,,,,,Email to Carl and Adam attaching pretrial report and budget.
DCRA,20240510,DCRA,3911,33823,,,,0.4,0.4,,,,,,,,Draft request for judicial notice in support of demurrer.
DCRA,20240510,DCRA,3911,33823,,,,0.7,0.7,,,,,,,,Draft and update declaration in support of demurrer.
DCRA,20240510,DCRA,3911,33823,,,,1.4,1.4,,,,,,,,Further update and revise memorandum of points and authorities in support of demurrer.
DCRA,20240510,DCRA,1522,34550,,,,0.5,0.5,,,,,,,,Review email from Montanari concerning trial procedures and pretrial motions.
DCRA,20240510,DCRA,1014,33180,,,,0.2,0.2,,,,,,,,Email opposing counsel concerning new trial dates in October and November.
DCRA,20240510,DCRA,1083,39236,,,,0.2,0.2,,,,,,,,Telephone call to opposing counsel concerning represenation and confirming intention to file an answer.
DCRA,20240510,DCRA,1083,39236,,,,0.1,0.1,,,,,,,,Email to Sean concerning case assignment.
DCRA,20240510,DCRA,3911,33823,,,,0.4,0.4,,,,,,,,Review and update proposed order in support of demurrer.
DCRA,20240510,DCRA,1522,34550,,,,0.8,0.8,,,,,,,,Review of discovery responses concerning potential trial witnesses.
DCRA,20240510,DCRA,1083,39236,,,,0.1,0.1,,,,,,,,Email with opposing counsel concerning potential default against client.
DCRA,20240510,DCRA,1522,34550,,,,0.9,0.9,,,,,,,,"Telephone conference with opposing counsel Ernest Montanari concerning potential settlement strategies with Plaintiffs, expert depositions, judicial assignments, and potential continuance."
DCRA,20240510,DCRA,1522,34550,,,,0.8,0.8,,,,,,,,"Review Plaintiffs' objection to supplemental expert witness disclosure and declaration, notice of taking deposition of Adam Fletcher, notice of taking deposition of George Natale, and notice of deposition of Gary Dean Trimble."
DCRA,20240510,DCRA,1522,34550,,,,1,1,,,,,,,,"Telephone conference with Jessica concerning trial strategy, potential for settlement, and motion for sanctions."
DCRA,20240510,DCRA,1522,34550,,,,0.4,0.4,,,,,,,,"Legal strategy concerning third party trial subpoenas to County of Sutter, and County septic inspector."
DCRA,20240510,DCRA,1522,34550,,,,0.4,0.4,,,,,,,,Legal strategy concerning notices of appearance with production of documents.
DCRA,20240510,DCRA,1522,34550,,,,1.4,1.4,,,,,,,,Review and update CACI jury instructions.
